Testee Name,Icon Name,Height,Width,X Position,Y Position,Number of Failures,Time to Succeed,TimeStamp,
,
s,/Circle-icon.png,874.8000000000001,874.8000000000001,522.5999999999999,102.59999999999997,0,00:00:02.428,2018-11-18 15:22:08.415,
