Testee Name,Icon Name,Height,Width,X Position,Y Position,Number of Failures,Time to Succeed,TimeStamp,
,
y,/Circle-icon.png,874.8000000000001,874.8000000000001,522.5999999999999,102.59999999999997,0,00:00:03.364,2018-11-18 14:47:08.904,
y,/Circle-icon.png,787.32,787.32,566.3399999999999,146.33999999999997,0,00:00:03.806,2018-11-18 14:47:12.711,
