Testee Name,Icon Name,Height,Width,X Position,Y Position,Number of Failures,Time to Succeed,TimeStamp,
,
l,/Circle-icon.png,874.8000000000001,874.8000000000001,522.5999999999999,102.59999999999997,0,00:00:02.388,2018-11-18 14:51:37.802,
l,/Circle-icon.png,787.32,787.32,566.3399999999999,146.33999999999997,0,00:00:03.322,2018-11-18 14:51:41.129,
l,/Circle-icon.png,708.5880000000001,708.5880000000001,605.7059999999999,185.70599999999996,0,00:00:02.998,2018-11-18 14:51:44.128,
